0,1,231,1.4069,2
1,1,232,0.0328,2
2,1,231,1.1556,2
3,1,232,0.6274,2
4,1,234,2.369,2
5,1,234,0.444,2
6,1,231,0.7302,2
7,1,234,1.8621,2
8,1,231,0.6044,2
9,1,232,1.0799,2
10,1,234,1.4184,2
11,1,234,0.4582,2
12,1,232,0.1043,2
13,1,234,1.3629,2
14,1,232,0.1468,2
15,1,231,0.504,2
16,1,232,0.209,2
17,1,234,0.7972,2
18,1,234,1.772,2
19,1,231,3.7902,2
20,1,231,0.396,2
21,1,234,0.8929,2
22,1,234,1.708,2
23,1,235,0.4065,2
24,1,231,0.4049,2
25,1,232,0.1427,2
26,1,231,0.6224,2
27,1,231,1.475,2
28,1,231,0.6548,2
29,1,232,0.8771,2
30,1,231,0.4663,2
31,1,232,0.9182,2
32,1,234,0.7598,2
33,1,231,0.5718,2
34,1,232,0.2336,2
35,1,234,0.7672,2
36,1,232,0.1342,2
37,1,235,0.802,2
38,1,232,0.2025,2
39,1,235,1.2155,2
40,1,232,0.3217,2
41,1,231,0.7637,2
42,1,234,0.4125,2
43,1,232,0.3543,2
44,1,231,2.1943,2
45,1,235,2.1339,2
46,1,232,0.1306,2
47,1,232,0.613,2
48,1,234,1.3967,2
49,1,232,1.2225,2
50,1,234,0.1472,2
51,1,233,1.1507,2
52,1,232,0.954,2
53,1,235,0.7356,2
54,1,232,1.0141,2
55,1,232,0.1917,2
56,1,234,1.3397,2
57,1,232,0.78,2
58,1,235,0.5606,2
59,1,232,0.3308,2
60,1,232,0.1619,2
61,1,232,0.0768,2
62,1,231,0.6318,2
63,1,231,4.7797,2
64,1,231,1.0901,2
65,1,231,1.0802,2
66,1,232,0.7839,2
67,1,234,0.3836,2
68,1,234,0.0567,2
69,1,234,2.7358,2
70,1,232,0.126,2
71,1,232,0.2922,2
72,1,232,0.1968,2
73,1,232,1.5736,2
74,1,235,0.649,2
75,1,232,0.8946,2
76,1,231,1.1551,2
77,1,232,0.0961,2
78,1,235,0.7697,2
79,1,231,0.3692,2
80,1,231,0.3549,2
81,1,232,2.2052,2
82,1,232,0.4263,2
83,1,232,0.899,2
84,1,233,0.9636,2
85,1,235,0.3268,2
86,1,231,0.4722,2
87,1,231,0.3385,2
88,1,234,0.6149,2
89,1,234,0.7451,2
90,1,234,1.6218,2
91,1,235,0.4357,2
92,1,232,0.1116,2
93,1,232,0.1416,2
94,1,232,0.0052,2
95,1,232,0.1191,2
96,1,231,1.7239,2
97,1,232,1.0235,2
98,1,232,0.1246,2
99,1,232,0.1424,2
100,1,233,0.6965,2
101,1,234,1.0055,2
102,1,232,0.3528,2
103,1,232,0.241,2
104,1,231,1.5314,2
105,1,234,1.0383,2
106,1,232,0.2764,2
107,1,232,0.3438,2
108,1,232,2.2749,2
109,1,231,0.1876,2
110,1,235,2.1149,2
111,1,232,2.8753,2
112,1,232,0.3179,2
113,1,235,0.7637,2
114,1,232,0.1467,2
115,1,232,0.2979,2
116,1,234,1.9399,2
117,1,232,0.344,2
118,1,231,3.2539,2
119,1,235,1.3478,2
120,1,232,0.0418,2
121,1,231,2.2464,2
122,1,235,1.3443,2
123,1,232,0.3865,2
124,1,232,0.3472,2
125,1,232,0.4577,2
126,1,231,0.4889,2
127,1,231,0.4275,2
128,1,231,0.8787,2
129,1,232,0.7737,2
130,1,231,0.9422,2
131,1,231,1.3421,2
132,1,235,0.4326,2
133,1,231,1.4191,2
134,1,231,1.2693,2
135,1,232,0.4458,2
136,1,232,0.0846,2
137,1,232,0.2493,2
138,1,232,0.1628,2
139,1,234,0.7109,2
140,1,232,0.276,2
141,1,232,0.1381,2
142,1,233,1.1599,2
143,1,235,2.9137,2
144,1,231,0.6024,2
145,1,232,0.441,2
146,1,231,2.1734,2
147,1,232,0.1839,2
148,1,232,0.1185,2
149,1,232,0.3069,2
150,1,231,0.4221,2
151,1,231,2.8614,2
152,1,231,2.8278,2
153,1,231,1.7914,2
154,1,234,0.6752,2
155,1,232,0.7282,2
156,1,234,0.5387,2
157,1,234,0.065,2
158,1,235,0.5772,2
159,1,231,1.614,2
160,1,232,0.474,2
161,1,231,1.2687,2
162,1,235,0.4623,2
163,1,232,0.1571,2
164,1,234,0.329,2
165,1,231,0.5774,2
166,1,231,0.8605,2
