0,1,343,1.4069,2
1,1,344,0.0328,2
2,1,343,1.1556,2
3,1,344,0.6274,2
4,1,348,2.2668,2
5,1,346,2.369,2
6,1,346,0.444,2
7,1,343,0.7302,2
8,1,346,1.8621,2
9,1,343,0.6044,2
10,1,344,1.0799,2
11,1,346,1.4184,2
12,1,346,0.4582,2
13,1,344,0.1043,2
14,1,346,1.3629,2
15,1,344,0.1468,2
16,1,343,0.504,2
17,1,348,5.3079,2
18,1,344,0.209,2
19,1,346,0.7972,2
20,1,346,1.772,2
21,1,348,2.1192,2
22,1,343,3.7902,2
23,1,343,0.396,2
24,1,346,0.8929,2
25,1,352,0.1072,2
26,1,351,0.1355,2
27,1,346,1.708,2
28,1,347,0.4065,2
29,1,348,3.2563,2
30,1,343,0.4049,2
31,1,344,0.1427,2
32,1,351,0.3105,2
33,1,343,0.6224,2
34,1,343,1.475,2
35,1,343,0.6548,2
36,1,344,0.8771,2
37,1,343,0.4663,2
38,1,344,0.9182,2
39,1,346,0.7598,2
40,1,343,0.5718,2
41,1,344,0.2336,2
42,1,348,3.2727,2
43,1,346,0.7672,2
44,1,349,0.5036,2
45,1,351,0.9955,2
46,1,352,0.8096,2
47,1,344,0.1342,2
48,1,348,3.4462,2
49,1,350,0.7599,2
50,1,347,0.802,2
51,1,351,0.2507,2
52,1,344,0.2025,2
53,1,347,1.2155,2
54,1,344,0.3217,2
55,1,343,0.7637,2
56,1,346,0.4125,2
57,1,344,0.3543,2
58,1,348,5.0435,2
59,1,343,2.1943,2
60,1,347,2.1339,2
61,1,344,0.1306,2
62,1,344,0.613,2
63,1,349,2.1349,2
64,1,351,0.8208,2
65,1,346,1.3967,2
66,1,344,1.2225,2
67,1,346,0.1472,2
68,1,351,0.1734,2
69,1,349,0.9478,2
70,1,345,1.1507,2
71,1,344,0.954,2
72,1,347,0.7356,2
73,1,344,1.0141,2
74,1,352,0.887,2
75,1,351,1.0031,2
76,1,349,1.9813,2
77,1,350,0.7805,2
78,1,344,0.1917,2
79,1,350,2.5155,2
80,1,349,0.7471,2
81,1,346,1.3397,2
82,1,344,0.78,2
83,1,347,0.5606,2
84,1,344,0.3308,2
85,1,349,2.0899,2
86,1,344,0.1619,2
87,1,349,1.2856,2
88,1,344,0.0768,2
89,1,352,1.0469,2
90,1,343,0.6318,2
91,1,352,1.3251,2
92,1,348,3.9216,2
93,1,343,4.7797,2
94,1,343,1.0901,2
95,1,349,0.053,2
96,1,343,1.0802,2
97,1,352,0.4821,2
98,1,349,0.566,2
99,1,344,0.7839,2
100,1,350,0.9461,2
101,1,346,0.3836,2
102,1,346,0.0567,2
103,1,349,0.0852,2
104,1,346,2.7358,2
105,1,349,0.7857,2
106,1,352,1.6441,2
107,1,349,0.3529,2
108,1,344,0.126,2
109,1,344,0.2922,2
110,1,344,0.1968,2
111,1,352,0.8142,2
112,1,344,1.5736,2
113,1,352,4.9088,2
114,1,352,3.0453,2
115,1,349,1.2461,2
116,1,347,0.649,2
117,1,344,0.8946,2
118,1,349,1.6685,2
119,1,349,0.3341,2
120,1,350,4.274,2
121,1,348,5.0076,2
122,1,343,1.1551,2
123,1,344,0.0961,2
124,1,347,0.7697,2
125,1,343,0.3692,2
126,1,343,0.3549,2
127,1,344,2.2052,2
128,1,344,0.4263,2
129,1,349,1.7692,2
130,1,344,0.899,2
131,1,351,1.2163,2
132,1,351,1.8576,2
133,1,345,0.9636,2
134,1,348,4.0082,2
135,1,347,0.3268,2
136,1,352,2.5668,2
137,1,343,0.4722,2
138,1,349,3.0997,2
139,1,349,0.4809,2
140,1,349,1.0539,2
141,1,343,0.3385,2
142,1,346,0.6149,2
143,1,346,0.7451,2
144,1,346,1.6218,2
145,1,347,0.4357,2
146,1,344,0.1116,2
147,1,349,1.0461,2
148,1,351,0.2755,2
149,1,349,1.0115,2
150,1,344,0.1416,2
151,1,344,0.0052,2
152,1,344,0.1191,2
